city,city_ascii,lat,lng,country,admin_name,population
"Madrid","Madrid",40.4169,-3.7033,"Spain","Madrid",6211000
"Barcelona","Barcelona",41.3833,2.1833,"Spain","Catalonia",4800000
"Valencia","Valencia",39.47,-0.3764,"Spain","Valencia",1595000
"Sevilla","Sevilla",37.39,-5.99,"Spain","Andalusia",1100000
"Málaga","Malaga",36.7194,-4.42,"Spain","Andalusia",967250
"Bilbao","Bilbao",43.2569,-2.9236,"Spain","Basque Country",775000
"Zaragoza","Zaragoza",41.65,-0.8833,"Spain","Aragon",686986
"Murcia","Murcia",37.9861,-1.1303,"Spain","Murcia",672773
"Las Palmas","Las Palmas",28.1258,-15.4353,"Spain","Canary Islands",635000
"Palma","Palma",39.5667,2.65,"Spain","Balearic Islands",550000
"Lisbon","Lisbon",38.7122,-9.134,"Portugal","Lisboa",548703
"Santa Cruz","Santa Cruz",28.4667,-16.25,"Spain","Canary Islands",538000
"Aves","Aves",41.3703,-8.4101,"Portugal","Porto",425411
"Sintra","Sintra",38.7974,-9.3904,"Portugal","Lisboa",385606
"Alicante","Alicante",38.3453,-0.4831,"Spain","Valencia",358720
"Córdoba","Cordoba",37.89,-4.78,"Spain","Andalusia",323763
"Vila Nova de Gaia","Vila Nova de Gaia",41.1333,-8.6167,"Portugal","Porto",303824
"Valladolid","Valladolid",41.6528,-4.7236,"Spain","Castille-Leon",300618
"Vigo","Vigo",42.2314,-8.7124,"Spain","Galicia",293977
"Gijón","Gijon",43.5333,-5.7,"Spain","Asturias",268561
"Vitoria-Gasteiz","Vitoria-Gasteiz",42.85,-2.6833,"Spain","Basque Country",257968
"A Coruña","A Coruna",43.365,-8.41,"Spain","Galicia",249261
"Elche","Elche",38.2669,-0.6983,"Spain","Valencia",243128
"Granada","Granada",37.1781,-3.6008,"Spain","Andalusia",232717
"Porto","Porto",41.1495,-8.6108,"Portugal","Porto",231800
"Tarrasa","Tarrasa",41.57,2.013,"Spain","Catalonia",228708
"Badalona","Badalona",41.4489,2.2461,"Spain","Catalonia",227083
"Sabadell","Sabadell",41.5486,2.1075,"Spain","Catalonia",222177
"Oviedo","Oviedo",43.36,-5.845,"Spain","Asturias",220543
"Cartagena","Cartagena",37.6019,-0.9842,"Spain","Murcia",219777
"Cascais","Cascais",38.6972,-9.4217,"Portugal","Lisboa",214158
"Jerez de la Frontera","Jerez de la Frontera",36.6817,-6.1378,"Spain","Andalusia",213688
"Móstoles","Mostoles",40.3333,-3.8667,"Spain","Madrid",209639
"Pamplona","Pamplona",42.8167,-1.65,"Spain","Navarre",207777
"Almería","Almeria",36.8417,-2.4639,"Spain","Andalusia",202675
"Loures","Loures",38.8309,-9.1684,"Portugal","Lisboa",201632
"Alcalá de Henares","Alcala de Henares",40.4667,-3.3667,"Spain","Madrid",196888
"Leganés","Leganes",40.3281,-3.7644,"Spain","Madrid",194084
"Fuenlabrada","Fuenlabrada",40.2833,-3.8,"Spain","Madrid",190790
"Getafe","Getafe",40.3047,-3.7311,"Spain","Madrid",189906
"Donostia","Donostia",43.3214,-1.9856,"Spain","Basque Country",189093
"Seixal","Seixal",38.6428,-9.1061,"Portugal","Setúbal",184269
"Braga","Braga",41.5503,-8.42,"Portugal","Braga",181494
"Castellón de la Plana","Castellon de la Plana",39.9831,-0.0331,"Spain","Valencia",180379
"Almada","Almada",38.6803,-9.1583,"Portugal","Setúbal",177238
"Burgos","Burgos",42.35,-3.7067,"Spain","Castille-Leon",175895
"Albacete","Albacete",38.9956,-1.8558,"Spain","Castille-La Mancha",174137
"Santander","Santander",43.4628,-3.805,"Spain","Cantabria",174101
"Alcorcón","Alcorcon",40.35,-3.8333,"Spain","Madrid",173625
"Matosinhos","Matosinhos",41.1867,-8.6844,"Portugal","Porto",172557
"Oeiras","Oeiras",38.697,-9.3017,"Portugal","Lisboa",171658
"Amadora","Amadora",38.75,-9.2333,"Portugal","Lisboa",171454
"Gondomar","Gondomar",41.15,-8.5333,"Portugal","Porto",164257
"Guadalajara","Guadalajara",40.6337,-3.1674,"Spain","Castille-La Mancha",161683
"La Laguna","La Laguna",28.4853,-16.3167,"Spain","Canary Islands",160258
"Marbella","Marbella",36.5167,-4.8833,"Spain","Andalusia",159000
"Guimarães","Guimaraes",41.445,-8.2908,"Portugal","Braga",156830
"Girona","Girona",41.9844,2.8211,"Spain","Catalonia",156423
"Logroño","Logrono",42.465,-2.4456,"Spain","La Rioja",151164
"Badajoz","Badajoz",38.8803,-6.9753,"Spain","Extremadura",150570
"Odivelas","Odivelas",38.8,-9.1833,"Portugal","Lisboa",148034
"Salamanca","Salamanca",40.965,-5.6642,"Spain","Castille-Leon",144866
"Lleida","Lleida",41.6167,0.6333,"Spain","Catalonia",144739
"Huelva","Huelva",37.25,-6.95,"Spain","Andalusia",143290
"Tarragona","Tarragona",41.1175,1.2528,"Spain","Catalonia",141151
"Coimbra","Coimbra",40.2111,-8.4289,"Portugal","Coimbra",140816
"Dos Hermanas","Dos Hermanas",37.2836,-5.9222,"Spain","Andalusia",140430
"Vila Franca de Xira","Vila Franca de Xira",38.95,-8.9833,"Portugal","Lisboa",137529
"Maia","Maia",41.2333,-8.6167,"Portugal","Porto",134977
"Parla","Parla",40.2372,-3.7742,"Spain","Madrid",134833
"Famalicão","Famalicao",41.4144,-8.5222,"Portugal","Braga",133832
"Mataró","Mataro",41.5333,2.45,"Spain","Catalonia",129870
"Torrejón de Ardoz","Torrejon de Ardoz",40.4614,-3.4978,"Spain","Madrid",127132
"Leiria","Leiria",39.7431,-8.8069,"Portugal","Leiria",126897
"Algeciras","Algeciras",36.1275,-5.4539,"Spain","Andalusia",124978
"León","Leon",42.6056,-5.57,"Spain","Castille-Leon",122051
"Alcobendas","Alcobendas",40.5333,-3.6333,"Spain","Madrid",117041
"Barcelos","Barcelos",41.5333,-8.6167,"Portugal","Braga",116752
"Jaén","Jaen",37.7667,-3.7711,"Spain","Andalusia",112074
"Cádiz","Cadiz",36.535,-6.2975,"Spain","Andalusia",110914
"Reus","Reus",41.156,1.108,"Spain","Catalonia",109930
"Roquetas de Mar","Roquetas de Mar",36.7642,-2.6147,"Spain","Andalusia",109204
"Funchal","Funchal",32.65,-16.9167,"Portugal","Madeira",105795
"Ourense","Ourense",42.3364,-7.8633,"Spain","Galicia",104891
"Telde","Telde",27.9833,-15.4167,"Spain","Canary Islands",102769
"San Vicente de Baracaldo","San Vicente de Baracaldo",43.2972,-2.9917,"Spain","Basque Country",101984
"Vaciamadrid","Vaciamadrid",40.3394,-3.5181,"Spain","Madrid",100250
"Santiago de Compostela","Santiago de Compostela",42.8778,-8.5444,"Spain","Galicia",99536
"Lugo","Lugo",43.0167,-7.55,"Spain","Galicia",99482
"Viseu","Viseu",40.6575,-7.9139,"Portugal","Viseu",99274
"San Cugat del Vallés","San Cugat del Valles",41.4667,2.0833,"Spain","Catalonia",98621
"Las Rozas de Madrid","Las Rozas de Madrid",40.4917,-3.8733,"Spain","Madrid",98590
"Lorca","Lorca",37.6798,-1.6944,"Spain","Murcia",98334
"Cáceres","Caceres",39.4833,-6.3667,"Spain","Extremadura",96441
"San Sebastián de los Reyes","San Sebastian de los Reyes",40.5469,-3.6258,"Spain","Madrid",94969
"Torrevieja","Torrevieja",37.9778,-0.6833,"Spain","Valencia",94803
"Valongo","Valongo",41.1833,-8.5,"Portugal","Porto",93858
"San Fernando","San Fernando",36.4667,-6.2,"Spain","Andalusia",93645
"Mijas","Mijas",36.6,-4.6333,"Spain","Andalusia",93302
"El Ejido","El Ejido",36.7831,-2.8167,"Spain","Andalusia",90135
"El Puerto de Santa María","El Puerto de Santa Maria",36.6015,-6.2381,"Spain","Andalusia",89960
"Chiclana de la Frontera","Chiclana de la Frontera",36.4167,-6.15,"Spain","Andalusia",89794
"Torrente","Torrente",39.4389,-0.4656,"Spain","Valencia",89401
"Viana do Castelo","Viana do Castelo",41.7,-8.8333,"Portugal","Viana do Castelo",88725
"Paredes","Paredes",41.2,-8.3333,"Portugal","Porto",86854
"Arona","Arona",28.1,-16.6667,"Spain","Canary Islands",86624
"Toledo","Toledo",39.8567,-4.0244,"Spain","Castille-La Mancha",86526
"Vélez-Málaga","Velez-Malaga",36.7833,-4.1,"Spain","Andalusia",85990
"Ciudad de Melilla","Ciudad de Melilla",35.2922,-2.9408,"Spain","Melilla",85985
"Fuengirola","Fuengirola",36.5417,-4.625,"Spain","Andalusia",85859
"San Baudilio de Llobregat","San Baudilio de Llobregat",41.336,2.043,"Spain","Catalonia",84831
"Valdemoro","Valdemoro",40.1908,-3.6742,"Spain","Madrid",83507
"Talavera de la Reina","Talavera de la Reina",39.9583,-4.8328,"Spain","Castille-La Mancha",83477
"Ciudad de Ceuta","Ciudad de Ceuta",35.8883,-5.3156,"Spain","Ceuta",83229
"Pontevedra","Pontevedra",42.4333,-8.6333,"Spain","Galicia",83077
"Rubí","Rubi",41.4933,2.0325,"Spain","Catalonia",81532
"Orihuela","Orihuela",38.0856,-0.9469,"Spain","Valencia",80784
"Manresa","Manresa",41.7294,1.8272,"Spain","Catalonia",80201
"Gandía","Gandia",38.9667,-0.1833,"Spain","Valencia",80095
"Vila do Conde","Vila do Conde",41.35,-8.75,"Portugal","Porto",79533
"Torres Vedras","Torres Vedras",39.0833,-9.2667,"Portugal","Lisboa",79465
"Aveiro","Aveiro",40.6389,-8.6553,"Portugal","Aveiro",78450
"Estepona","Estepona",36.4264,-5.1472,"Spain","Andalusia",78413
"Barreiro","Barreiro",38.6631,-9.0725,"Portugal","Setúbal",78345
"Queluz","Queluz",38.7566,-9.2545,"Portugal","Lisboa",78273
"Benalmádena","Benalmadena",36.6,-4.5167,"Spain","Andalusia",77654
"Molina de Segura","Molina de Segura",38.0548,-1.2131,"Spain","Murcia",77493
"Alcalá de Guadaira","Alcala de Guadaira",37.3333,-5.85,"Spain","Andalusia",76922
"Palencia","Palencia",42.0167,-4.5333,"Spain","Castille-Leon",76738
"Mafra","Mafra",38.9333,-9.3333,"Portugal","Lisboa",76685
"Ciudad Real","Ciudad Real",38.9833,-3.9167,"Spain","Castille-La Mancha",75909
"Avilés","Aviles",43.5561,-5.9083,"Spain","Asturias",75351
"Paterna","Paterna",39.5028,-0.4406,"Spain","Valencia",74822
"Benidorm","Benidorm",38.5342,-0.1314,"Spain","Valencia",74663
"Majadahonda","Majadahonda",40.4728,-3.8722,"Spain","Madrid",73355
"Penafiel","Penafiel",41.2,-8.2833,"Portugal","Porto",72265
"Santo Tirso","Santo Tirso",41.3425,-8.4775,"Portugal","Porto",71530
"Sagunto","Sagunto",39.68,-0.2783,"Spain","Valencia",71377
"Torremolinos","Torremolinos",36.6218,-4.5003,"Spain","Andalusia",70933
"Loulé","Loule",37.144,-8.0235,"Portugal","Faro",70622
"Sanlúcar de Barrameda","Sanlucar de Barrameda",36.7667,-6.35,"Spain","Andalusia",69876
"Castelldefels","Castelldefels",41.286,1.982,"Spain","Catalonia",69450
"Villanueva y Geltrú","Villanueva y Geltru",41.2242,1.7256,"Spain","Catalonia",68854
"Ponta Delgada","Ponta Delgada",37.74,-25.67,"Portugal","Azores",68809
"Viladecáns","Viladecans",41.3158,2.0197,"Spain","Catalonia",67348
"Collado-Villalba","Collado-Villalba",40.6333,-4.0083,"Spain","Madrid",66698
"El Prat de Llobregat","El Prat de Llobregat",41.3333,2.1,"Spain","Catalonia",66184
"Moita","Moita",38.65,-8.9833,"Portugal","Setúbal",66029
"Faro","Faro",37.0161,-7.935,"Portugal","Faro",64560
"Arrecife","Arrecife",28.9625,-13.5506,"Spain","Canary Islands",64497
"Póvoa de Varzim","Povoa de Varzim",41.3828,-8.7628,"Portugal","Porto",64320
"Ferrol","Ferrol",43.4844,-8.2328,"Spain","Galicia",64218
"Granollers","Granollers",41.608,2.288,"Spain","Catalonia",64181
"La Línea de la Concepción","La Linea de la Concepcion",36.1681,-5.3486,"Spain","Andalusia",64177
"Ponferrada","Ponferrada",42.55,-6.5833,"Spain","Castille-Leon",63747
"Irún","Irun",43.3378,-1.7888,"Spain","Basque Country",63656
"Palmela","Palmela",38.5675,-8.8991,"Portugal","Setúbal",62831
"Boadilla del Monte","Boadilla del Monte",40.4069,-3.875,"Spain","Madrid",62627
"Santarém","Santarem",39.2333,-8.6833,"Portugal","Santarém",62200
"Figueira da Foz","Figueira da Foz",40.1508,-8.8618,"Portugal","Coimbra",62125
"Alcoy","Alcoy",38.6983,-0.4736,"Spain","Valencia",60372
"San Vicente del Raspeig","San Vicente del Raspeig",38.3964,-0.5253,"Spain","Valencia",60269
"Mérida","Merida",38.9,-6.3333,"Spain","Extremadura",59857
"Portimão","Portimao",37.1333,-8.5333,"Portugal","Faro",59845
"Aranjuez","Aranjuez",40.0333,-3.6028,"Spain","Madrid",59833
"Motril","Motril",36.75,-3.5167,"Spain","Andalusia",59632
"Zamora","Zamora",41.4989,-5.7556,"Spain","Castille-Leon",59506
"Ávila","Avila",40.65,-4.6833,"Spain","Castille-Leon",58111
"Felgueiras","Felgueiras",41.3667,-8.2,"Portugal","Porto",58065
"Granadilla de Abona","Granadilla de Abona",28.1167,-16.5667,"Spain","Canary Islands",57143
"Colmenar Viejo","Colmenar Viejo",40.6589,-3.7658,"Spain","Madrid",57029
"Paços de Ferreira","Pacos de Ferreira",41.2833,-8.3833,"Portugal","Porto",56340
"Amarante","Amarante",41.2728,-8.0825,"Portugal","Porto",56264
"Castelo Branco","Castelo Branco",39.8228,-7.4931,"Portugal","Castelo Branco",56109
"Pinto","Pinto",40.25,-3.7,"Spain","Madrid",56003
"Ovar","Ovar",40.8597,-8.6253,"Portugal","Aveiro",55398
"Linares","Linares",38.0833,-3.6333,"Spain","Andalusia",55261
"Pombal","Pombal",39.9161,-8.6281,"Portugal","Leiria",55217
"Huesca","Huesca",42.1333,-0.4167,"Spain","Aragon",54704
"San Bartolomé","San Bartolome",27.9256,-15.5725,"Spain","Canary Islands",54116
"Elda","Elda",38.4789,-0.7967,"Spain","Valencia",53818
"Ibiza","Ibiza",38.9089,1.4328,"Spain","Balearic Islands",53717
"Alcobaça","Alcobaca",39.5522,-8.9775,"Portugal","Leiria",53649
"Évora","Evora",38.5667,-7.9,"Portugal","Évora",53591
"Marco de Canavezes","Marco de Canavezes",41.1833,-8.15,"Portugal","Porto",53450
"Cuenca","Cuenca",40.0667,-2.15,"Spain","Castille-La Mancha",53429
"Pola de Siero","Pola de Siero",43.3833,-5.65,"Spain","Asturias",52593
"Villareal","Villareal",39.9378,-0.1014,"Spain","Valencia",52505
"Mollet","Mollet",41.539,2.213,"Spain","Catalonia",52283
"Rincón de la Victoria","Rincon de la Victoria",36.7167,-4.2833,"Spain","Andalusia",52230
"Utrera","Utrera",37.183,-5.767,"Spain","Andalusia",52173
"Vila Real","Vila Real",41.2953,-7.7461,"Portugal","Vila Real",51850
"Covilhã","Covilha",40.2833,-7.5,"Portugal","Castelo Branco",51797
"Caldas da Rainha","Caldas da Rainha",39.4069,-9.1363,"Portugal","Leiria",51729
"Torrelavega","Torrelavega",43.3531,-4.0458,"Spain","Cantabria",51663
"Segovia","Segovia",40.9481,-4.1183,"Spain","Castille-Leon",51525
"Montijo","Montijo",38.7049,-8.9757,"Portugal","Setúbal",51222
"Rio Tinto","Rio Tinto",41.1833,-8.5667,"Portugal","Porto",50713
"Fafe","Fafe",41.45,-8.1667,"Portugal","Braga",50633
"Adeje","Adeje",28.1167,-16.7167,"Spain","Canary Islands",50549
"Sesimbra","Sesimbra",38.4437,-9.0996,"Portugal","Setúbal",49500
"Figueras","Figueras",42.2667,2.965,"Spain","Catalonia",48875
"Amora","Amora",38.6265,-9.1189,"Portugal","Setúbal",48629
"Vich","Vich",41.9301,2.2549,"Spain","Catalonia",48364
"Gavá","Gava",41.3072,2.0039,"Spain","Catalonia",48007
"Mairena del Aljarafe","Mairena del Aljarafe",37.3333,-6.0667,"Spain","Andalusia",47898
"Vila Verde","Vila Verde",41.6484,-8.4367,"Portugal","Braga",47888
"Manacor","Manacor",39.5667,3.2,"Spain","Balearic Islands",47777
"Águeda","Agueda",40.5745,-8.448,"Portugal","Aveiro",47729
"Vale de Cavalos","Vale de Cavalos",38.65,-9.15,"Portugal","Setúbal",47661
"Esplugas de Llobregat","Esplugas de Llobregat",41.3767,2.0858,"Spain","Catalonia",47613
"Lousada","Lousada",41.2833,-8.2833,"Portugal","Porto",47387
"Alcira","Alcira",39.15,-0.435,"Spain","Valencia",47335
"Rio de Mouro","Rio de Mouro",38.7689,-9.3327,"Portugal","Lisboa",47311
"Denia","Denia",38.8444,0.1111,"Spain","Valencia",46942
"San Felíu de Llobregat","San Feliu de Llobregat",41.3833,2.0439,"Spain","Catalonia",46554
"Corroios","Corroios",38.6147,-9.1508,"Portugal","Setúbal",46475
"Santurce-Antiguo","Santurce-Antiguo",43.3303,-3.0314,"Spain","Basque Country",46247
"Mislata","Mislata",39.475,-0.4156,"Spain","Valencia",46153
"Ourém","Ourem",39.65,-8.5833,"Portugal","Santarém",45932
"Olhão","Olhao",37.0278,-7.8389,"Portugal","Faro",45396
"San Antonio Abad","San Antonio Abad",37.6261,-0.9896,"Spain","Murcia",45335
"Puertollano","Puertollano",38.6833,-4.1167,"Spain","Castille-La Mancha",45195
"Portugalete","Portugalete",43.3194,-3.0194,"Spain","Basque Country",44766
"Puerto del Rosario","Puerto del Rosario",28.5,-13.8667,"Spain","Canary Islands",44638
"Albufeira","Albufeira",37.0889,-8.2511,"Portugal","Faro",44158
"Alhaurín de la Torre","Alhaurin de la Torre",36.6667,-4.55,"Spain","Andalusia",44057
"Alcantarilla","Alcantarilla",37.9722,-1.2094,"Spain","Murcia",43547
"Ponte de Lima","Ponte de Lima",41.7667,-8.5833,"Portugal","Viana do Castelo",43498
"Alenquer","Alenquer",39.0531,-9.0092,"Portugal","Lisboa",43267
"Lucena","Lucena",37.4089,-4.4853,"Spain","Andalusia",43086
"Santa Cruz","Santa Cruz",32.675,-16.8309,"Portugal","Madeira",43005
"Lloret de Mar","Lloret de Mar",41.7,2.8333,"Spain","Catalonia",42600
"La Orotava","La Orotava",28.3906,-16.5247,"Spain","Canary Islands",42585
"Guarda","Guarda",40.5364,-7.2683,"Portugal","Guarda",42541
"Blanes","Blanes",41.676,2.793,"Spain","Catalonia",42198
"Puerto Real","Puerto Real",36.5292,-6.1919,"Spain","Andalusia",42151
"Santa Eulalia del Río","Santa Eulalia del Rio",38,59,"Spain","Balearic Islands",41706
"Antequera","Antequera",37.0183,-4.5597,"Spain","Andalusia",41619
"Villafranca del Panadés","Villafranca del Panades",41,20,"Spain","Catalonia",41504
"Igualada","Igualada",41.5833,1.6167,"Spain","Catalonia",41466
"Chaves","Chaves",41.7399,-7.4707,"Portugal","Vila Real",41243
"Soria","Soria",41.7667,-2.4667,"Spain","Castille-Leon",40750
"Tomar","Tomar",39.6,-8.4167,"Portugal","Santarém",40677
"Burjasot","Burjasot",39.5064,-0.4067,"Spain","Valencia",40634
"La Rinconada","La Rinconada",37.4878,-5.9789,"Spain","Andalusia",40529
"Vendrell","Vendrell",41.2203,1.5347,"Spain","Catalonia",40440
"Marratxi","Marratxi",39.6422,2.7528,"Spain","Balearic Islands",40079
"Torre-Pacheco","Torre-Pacheco",37.7333,-0.95,"Spain","Murcia",40074
"Lluchmayor","Lluchmayor",39.4833,2.8833,"Spain","Balearic Islands",39912
"Plasencia","Plasencia",40.0333,-6.1,"Spain","Extremadura",39829
"Écija","Ecija",37.5333,-5.0833,"Spain","Andalusia",39500
"Abrantes","Abrantes",39.4667,-8.2,"Portugal","Santarém",39325
"Narón","Naron",43.55,-8.15,"Spain","Galicia",39285
"Ripollet","Ripollet",41.4969,2.1574,"Spain","Catalonia",39269
"Marinha Grande","Marinha Grande",39.7478,-8.9322,"Portugal","Leiria",39032
"Trofa","Trofa",41.3374,-8.5596,"Portugal","Porto",38999
"San Fernando de Henares","San Fernando de Henares",40.4256,-3.5353,"Spain","Madrid",38980
"Mafamude","Mafamude",41.1152,-8.6036,"Portugal","Porto",38940
"Arucas","Arucas",28.1188,-15.5231,"Spain","Canary Islands",38936
"Olot","Olot",42.1833,2.4833,"Spain","Catalonia",38822
"Ermezinde","Ermezinde",41.2133,-8.5472,"Portugal","Porto",38798
"Los Palacios y Villafranca","Los Palacios y Villafranca",37.1625,-5.9242,"Spain","Andalusia",38757
"Tudela","Tudela",42.0653,-1.6067,"Spain","Navarre",38685
"Santa Pola","Santa Pola",38.1897,-0.5556,"Spain","Valencia",38556
"San Adrián de Besós","San Adrian de Besos",41.4285,2.223,"Spain","Catalonia",38490
"Oleiros","Oleiros",43.3333,-8.3166,"Spain","Galicia",38333
"Sama","Sama",43.3,-5.6833,"Spain","Asturias",38282
"Villagarcía de Arosa","Villagarcia de Arosa",42.5977,-8.7632,"Spain","Galicia",37761
