city,city_ascii,lat,lng,country,admin_name,population
"Villamartín","Villamartin",36.8667,-5.65,"Spain","Andalusia",12169
"Campos del Puerto","Campos del Puerto",39.4306,3.0194,"Spain","Balearic Islands",12163
"Castelló de Ampurias","Castello de Ampurias",42.2583,3.075,"Spain","Catalonia",12163
"Socuéllamos","Socuellamos",39.2933,-2.7942,"Spain","Castille-La Mancha",12157
"Arganil","Arganil",40.2183,-8.0542,"Portugal","Coimbra",12145
"Benifayó","Benifayo",39.2847,-0.4281,"Spain","Valencia",12130
"Coria","Coria",39.9819,-6.5372,"Spain","Extremadura",12114
"Tábua","Tabua",40.3667,-8.0333,"Portugal","Coimbra",12071
"Bolaños de Calatrava","Bolanos de Calatrava",38.8831,-3.7167,"Spain","Castille-La Mancha",12067
"Andraitx","Andraitx",39.5833,2.4167,"Spain","Balearic Islands",12062
"Ponte da Barca","Ponte da Barca",41.8078,-8.4194,"Portugal","Viana do Castelo",12061
"Eiras","Eiras",40.2421,-8.424,"Portugal","Coimbra",12053
"Fuensalida","Fuensalida",40.05,-4.2,"Spain","Castille-La Mancha",12004
"Haro","Haro",42.5833,-2.85,"Spain","La Rioja",11979
"Arrigorriaga","Arrigorriaga",43.2078,-2.8861,"Spain","Basque Country",11952
"Alijó","Alijo",41.2764,-7.4749,"Portugal","Vila Real",11942
"San Andrés de Llevaneras","San Andres de Llevaneras",41.5733,2.4828,"Spain","Catalonia",11933
"Pulpí","Pulpi",37.4019,-1.7508,"Spain","Andalusia",11906
"Picaña","Picana",39.4361,-0.435,"Spain","Valencia",11876
"La Puebla del Río","La Puebla del Rio",37.2667,-6.05,"Spain","Andalusia",11871
"Ciudad-Rodrigo","Ciudad-Rodrigo",40.5969,-6.5392,"Spain","Castille-Leon",11846
"Vendas Novas","Vendas Novas",38.678,-8.4555,"Portugal","Évora",11846
"Bueu","Bueu",42.3167,-8.7833,"Spain","Galicia",11837
"Pallejá","Palleja",41.4242,1.9978,"Spain","Catalonia",11825
"Portela","Portela",38.7828,-9.1111,"Portugal","Lisboa",11809
"Bullas","Bullas",38.0497,-1.6706,"Spain","Murcia",11793
"Oropesa","Oropesa",40.0922,0.1339,"Spain","Valencia",11785
"Medina Sidonia","Medina Sidonia",36.4667,-5.9167,"Spain","Andalusia",11764
"Olivenza","Olivenza",38.6858,-7.1008,"Spain","Extremadura",11742
"Costa de Caparica","Costa de Caparica",38.6446,-9.2356,"Portugal","Setúbal",11707
"Utiel","Utiel",39.5672,-1.2067,"Spain","Valencia",11703
"Azcoitia","Azcoitia",43.1792,-2.3106,"Spain","Basque Country",11697
"Óbidos","Obidos",39.362,-9.1571,"Portugal","Leiria",11689
"Peligros","Peligros",37.2333,-3.6333,"Spain","Andalusia",11674
"Lardero","Lardero",42.4333,-2.4667,"Spain","La Rioja",11658
"Ansião","Ansiao",39.9167,-8.4333,"Portugal","Leiria",11642
"Castalla","Castalla",38.5967,-0.6708,"Spain","Valencia",11622
"Santa Comba Dão","Santa Comba Dao",40.3981,-8.1303,"Portugal","Viseu",11597
"Elgóibar","Elgoibar",43.2142,-2.4169,"Spain","Basque Country",11585
"Oñate","Onate",43.0333,-2.4167,"Spain","Basque Country",11537
"Beniel","Beniel",38.0464,-1.0014,"Spain","Murcia",11535
"Calheta","Calheta",32.7333,-17.1667,"Portugal","Madeira",11521
"Cocentaina","Cocentaina",38.745,-0.4406,"Spain","Valencia",11451
"Esmoriz","Esmoriz",40.962,-8.6295,"Portugal","Aveiro",11448
"Cangas de Narcea","Cangas de Narcea",43.1714,-6.5389,"Spain","Asturias",11421
"Tegueste","Tegueste",28.5167,-16.3333,"Spain","Canary Islands",11405
"São João das Lampas","Sao Joao das Lampas",38.87,-9.4211,"Portugal","Lisboa",11392
"Mancha Real","Mancha Real",37.7864,-3.6125,"Spain","Andalusia",11385
"Jódar","Jodar",37.8333,-3.35,"Spain","Andalusia",11366
"Resende","Resende",41.1,-7.95,"Portugal","Viseu",11364
"Sonseca","Sonseca",39.7,-3.95,"Spain","Castille-La Mancha",11328
"Bollullos de la Mitación","Bollullos de la Mitacion",37.3333,-6.1333,"Spain","Andalusia",11251
"Beniaján","Beniajan",37.9833,-1.0667,"Spain","Murcia",11233
"Berriozar","Berriozar",42.8361,-1.6714,"Spain","Navarre",11201
"Fortuna","Fortuna",38.1789,-1.1233,"Spain","Murcia",11183
"Barbadanes","Barbadanes",42.3003,-7.9064,"Spain","Galicia",11176
"Quintanar de la Orden","Quintanar de la Orden",39.5906,-3.0428,"Spain","Castille-La Mancha",11129
"Vila Frescainha","Vila Frescainha",41.5385,-8.6397,"Portugal","Braga",11108
"Bargas","Bargas",39.94,-4.0194,"Spain","Castille-La Mancha",11099
"Villamarchante","Villamarchante",39.5689,-0.6206,"Spain","Valencia",11041
"Feira","Feira",40.9254,-8.5428,"Portugal","Aveiro",11040
"Sant Joan de Vilatorrada","Sant Joan de Vilatorrada",41.75,1.8,"Spain","Catalonia",11017
"Meliana","Meliana",39.5272,-0.3492,"Spain","Valencia",10990
"Cabanillas del Campo","Cabanillas del Campo",40.6383,-3.2353,"Spain","Castille-La Mancha",10968
"Alberique","Alberique",39.1167,-0.5211,"Spain","Valencia",10945
"Cassá de la Selva","Cassa de la Selva",41.8892,2.8772,"Spain","Catalonia",10943
"Santoña","Santona",43.4414,-3.4575,"Spain","Cantabria",10916
"Sedaví","Sedavi",39.425,-0.385,"Spain","Valencia",10908
"Brunete","Brunete",40.4,-3.9936,"Spain","Madrid",10845
"Avintes","Avintes",41.1066,-8.5515,"Portugal","Porto",10838
"Reguengos de Monsaraz","Reguengos de Monsaraz",38.4167,-7.5333,"Portugal","Évora",10828
"Oliveirinha","Oliveirinha",40.6078,-8.5914,"Portugal","Aveiro",10817
"Los Corrales de Buelna","Los Corrales de Buelna",43.2617,-4.0653,"Spain","Cantabria",10813
"Yuncos","Yuncos",40.0833,-3.8667,"Spain","Castille-La Mancha",10813
"La Puebla de Cazalla","La Puebla de Cazalla",37.2222,-5.3125,"Spain","Andalusia",10799
"Tafalla","Tafalla",42.5277,-1.6745,"Spain","Navarre",10778
"Laredo","Laredo",43.4144,-3.41,"Spain","Cantabria",10752
"Rianxo","Rianxo",42.65,-8.8167,"Spain","Galicia",10748
"Cantillana","Cantillana",37.6,-5.8167,"Spain","Andalusia",10728
"La Palma del Condado","La Palma del Condado",37.3842,-6.5517,"Spain","Andalusia",10709
"Valadares","Valadares",41.0937,-8.6392,"Portugal","Porto",10678
"São Brás de Alportel","Sao Bras de Alportel",37.15,-7.8833,"Portugal","Faro",10662
"Huétor-Tájar","Huetor-Tajar",37.1947,-4.0464,"Spain","Andalusia",10653
"Daganzo de Arriba","Daganzo de Arriba",40.5433,-3.4572,"Spain","Madrid",10650
"Santo André","Santo Andre",38.0667,-8.7833,"Portugal","Setúbal",10647
"Garrucha","Garrucha",37.1842,-1.8214,"Spain","Andalusia",10603
"Murtosa","Murtosa",40.7369,-8.6386,"Portugal","Aveiro",10585
"Alcora","Alcora",40.0667,-0.2,"Spain","Valencia",10581
"São João de Ver","Sao Joao de Ver",40.9536,-8.5508,"Portugal","Aveiro",10579
"Grijó","Grijo",41.0306,-8.5815,"Portugal","Porto",10578
"Tarazona de Aragón","Tarazona de Aragon",41.9044,-1.7242,"Spain","Aragon",10565
"Vouzela","Vouzela",40.7231,-8.1122,"Portugal","Viseu",10564
"Santa Margarita de Mombúy","Santa Margarita de Mombuy",41.5756,1.6092,"Spain","Catalonia",10549
"Montalegre","Montalegre",41.8239,-7.79,"Portugal","Vila Real",10537
"Griñón","Grinon",40.2167,-3.85,"Spain","Madrid",10491
"Gelves","Gelves",37.3333,-6.0167,"Spain","Andalusia",10473
"Salvatierra de Miño","Salvatierra de Mino",42.0833,-8.5,"Spain","Galicia",10471
"Caspe","Caspe",41.2333,-0.0333,"Spain","Aragon",10432
"El Álamo","El Alamo",40.2306,-3.9944,"Spain","Madrid",10430
"Cunha Alta","Cunha Alta",40.6017,-7.6936,"Portugal","Viseu",10407
"Luanco","Luanco",43.61,-5.79,"Spain","Asturias",10405
"Alhendín","Alhendin",37.1167,-3.65,"Spain","Andalusia",10399
"Masanasa","Masanasa",39.4083,-0.3989,"Spain","Valencia",10345
"Amurrio","Amurrio",43.0528,-3.0014,"Spain","Basque Country",10330
"Melres","Melres",41.0686,-8.3983,"Portugal","Porto",10328
"Vila Franca do Campo","Vila Franca do Campo",37.7167,-25.4333,"Portugal","Azores",10323
"Villacarrillo","Villacarrillo",38.1,-3.0833,"Spain","Andalusia",10320
"Astorga","Astorga",42.4589,-6.0633,"Spain","Castille-Leon",10308
"Peñarroya-Pueblonuevo","Penarroya-Pueblonuevo",38.3,-5.2667,"Spain","Andalusia",10289
"Calasparra","Calasparra",38.2306,-1.7,"Spain","Murcia",10286
"Estreito de Câmara de Lobos","Estreito de Camara de Lobos",32.6667,-16.9833,"Portugal","Madeira",10269
"Oliveira de Frades","Oliveira de Frades",40.7314,-8.1767,"Portugal","Viseu",10261
"Ericeira","Ericeira",38.9628,-9.4153,"Portugal","Lisboa",10260
"Pola de Lena","Pola de Lena",43.1583,-5.8292,"Spain","Asturias",10259
"Zumaia","Zumaia",43.2972,-2.2569,"Spain","Basque Country",10251
"Caudete","Caudete",38.7044,-0.9881,"Spain","Castille-La Mancha",10249
"Alcaudete","Alcaudete",37.5833,-4.1,"Spain","Andalusia",10243
"Villanueva de Arosa","Villanueva de Arosa",42.5628,-8.8278,"Spain","Galicia",10225
"Alella","Alella",41.495,2.296,"Spain","Catalonia",10217
"Moimenta da Beira","Moimenta da Beira",40.9819,-7.6158,"Portugal","Viseu",10212
"Alguazas","Alguazas",38.0514,-1.2414,"Spain","Murcia",10204
"Foz","Foz",43.5694,-7.2583,"Spain","Galicia",10198
"Pizarra","Pizarra",36.7667,-4.7,"Spain","Andalusia",10177
"Sax","Sax",38.5394,-0.8161,"Spain","Valencia",10172
"Canteras","Canteras",37.6122,-1.0438,"Spain","Murcia",10167
"Sobral de Monte Agraço","Sobral de Monte Agraco",39.0167,-9.15,"Portugal","Lisboa",10156
"El Espinar","El Espinar",40.7186,-4.2478,"Spain","Castille-Leon",10145
"San Vicente de Castellet","San Vicente de Castellet",41.6678,1.8633,"Spain","Catalonia",10131
"Binéfar","Binefar",41.85,0.3,"Spain","Aragon",10118
"Madridejos","Madridejos",39.4667,-3.5333,"Spain","Castille-La Mancha",10102
"El Molar","El Molar",40.7336,-3.5814,"Spain","Madrid",10052
"Alayor","Alayor",39.9339,4.1403,"Spain","Balearic Islands",10042
"Masquefa","Masquefa",41.5036,1.8136,"Spain","Catalonia",10038
"La Bañeza","La Baneza",42.2975,-5.9017,"Spain","Castille-Leon",10023
"Alcarraz","Alcarraz",41.5661,0.5261,"Spain","Catalonia",10018
"Cabañaquinta","Cabanaquinta",43.1,-5.5833,"Spain","Asturias",10012
"Mengibar","Mengibar",37.9683,-3.8089,"Spain","Andalusia",10011
"Santa María de Palautordera","Santa Maria de Palautordera",41.6953,2.4458,"Spain","Catalonia",10008
"Morayra","Morayra",38.688,0.1345,"Spain","",10000
"Setúbal","Setubal",38.5243,-8.8926,"Portugal","Setúbal",10000
"Praia do Carvoeiro","Praia do Carvoeiro",37.1,-8.4667,"Portugal","Faro",9987
"Ribadeo","Ribadeo",43.5336,-7.0403,"Spain","Galicia",9978
"Torrejón de la Calzada","Torrejon de la Calzada",40.2,-3.8,"Spain","Madrid",9947
"Consuegra","Consuegra",39.4619,-3.6064,"Spain","Castille-La Mancha",9942
"Mora","Mora",39.684,-3.777,"Spain","Castille-La Mancha",9930
"Santa Clara","Santa Clara",40.1908,-8.4383,"Portugal","Coimbra",9929
"Fuente Palmera","Fuente Palmera",37.7032,-5.1041,"Spain","Andalusia",9907
"La Escala","La Escala",42.114,3.139,"Spain","Catalonia",9901
"Maceira","Maceira",39.6897,-8.9,"Portugal","Leiria",9901
"Trancoso","Trancoso",40.7833,-7.35,"Portugal","Guarda",9878
"Alfaro","Alfaro",42.1783,-1.7492,"Spain","La Rioja",9874
"Carregal do Sal","Carregal do Sal",40.4333,-8,"Portugal","Viseu",9835
"Matadepera","Matadepera",41.6036,2.0244,"Spain","Catalonia",9815
"San Juan del Puerto","San Juan del Puerto",37.3167,-6.8333,"Spain","Andalusia",9811
"Valsequillo de Gran Canaria","Valsequillo de Gran Canaria",28,-15.4667,"Spain","Canary Islands",9768
"Buñol","Bunol",39.4194,-0.7906,"Spain","Valencia",9765
"Rute","Rute",37.3167,-4.3667,"Spain","Andalusia",9765
"Idanha-a-Nova","Idanha-a-Nova",39.9197,-7.2367,"Portugal","Castelo Branco",9716
"Rafelbuñol","Rafelbunol",39.5922,-0.3342,"Spain","Valencia",9710
"Pinos Puente","Pinos Puente",37.25,-3.75,"Spain","Andalusia",9708
"Grado","Grado",43.3881,-6.0736,"Spain","Asturias",9688
"Guifões","Guifoes",41.2011,-8.665,"Portugal","Porto",9686
"Zumárraga","Zumarraga",43.0831,-2.3167,"Spain","Basque Country",9668
"Sevilla La Nueva","Sevilla La Nueva",40.3475,-4.0286,"Spain","Madrid",9657
"Monserrat","Monserrat",39.3575,-0.6031,"Spain","Valencia",9656
"Sangonera la Verde","Sangonera la Verde",37.9333,-1.2,"Spain","Murcia",9648
"Cervelló","Cervello",41.3978,1.9578,"Spain","Catalonia",9647
"Segorbe","Segorbe",39.85,-0.4833,"Spain","Valencia",9640
"Fernán-Núñez","Fernan-Nunez",37.6667,-4.7167,"Spain","Andalusia",9638
"Tabernes Blanques","Tabernes Blanques",39.5083,-0.3656,"Spain","Valencia",9635
"Corró de Vall","Corro de Vall",41.6278,2.2972,"Spain","Catalonia",9629
"Pinhel","Pinhel",40.7833,-7.0667,"Portugal","Guarda",9627
"Colmenarejo","Colmenarejo",40.5608,-4.0169,"Spain","Madrid",9623
"Villarrubia de los Ojos","Villarrubia de los Ojos",39.2167,-3.6,"Spain","Castille-La Mancha",9620
"Caldas de Reyes","Caldas de Reyes",42.6028,-8.6383,"Spain","Galicia",9614
"Mortágua","Mortagua",40.3947,-8.2328,"Portugal","Viseu",9607
"Sabiñánigo","Sabinanigo",42.5144,-0.3744,"Spain","Aragon",9592
"Maliaño","Maliano",43.4186,-3.835,"Spain","Cantabria",9563
"San Sebastián de la Gomera","San Sebastian de la Gomera",28.0922,-17.11,"Spain","Canary Islands",9562
"Senmanat","Senmanat",41.6092,2.1369,"Spain","Catalonia",9553
"Burela de Cabo","Burela de Cabo",43.65,-7.4,"Spain","Galicia",9547
"Padul","Padul",37.0244,-3.6267,"Spain","Andalusia",9536
"Piedras Blancas","Piedras Blancas",43.56,-5.976,"Spain","Asturias",9533
"Cervera","Cervera",41.6656,1.2714,"Spain","Catalonia",9533
"Cuéllar","Cuellar",41.4009,-4.3136,"Spain","Castille-Leon",9530
"Llagostera","Llagostera",41.8292,2.8933,"Spain","Catalonia",9508
"Olivares","Olivares",37.4167,-6.15,"Spain","Andalusia",9504
"Solsona","Solsona",41.9978,1.5208,"Spain","Catalonia",9480
"Palamós","Palamos",41.85,3.1292,"Spain","Catalonia",9475
"Arenys de Munt","Arenys de Munt",41.61,2.54,"Spain","Catalonia",9458
"Tavarede","Tavarede",40.1664,-8.8444,"Portugal","Coimbra",9441
"Villacañas","Villacanas",39.6333,-3.3333,"Spain","Castille-La Mancha",9434
"Catral","Catral",38.1594,-0.805,"Spain","Valencia",9423
"Umbrete","Umbrete",37.3667,-6.15,"Spain","Andalusia",9394
"Tocina","Tocina",37.6,-5.7333,"Spain","Andalusia",9373
"Ripoll","Ripoll",42.2006,2.1928,"Spain","Catalonia",9372
"Puig","Puig",39.5896,-0.3031,"Spain","Valencia",9367
"Santa María de Cayón","Santa Maria de Cayon",43.3114,-3.8525,"Spain","Cantabria",9367
"Miajadas","Miajadas",39.15,-6.0667,"Spain","Extremadura",9359
"Finestrat","Finestrat",38.5669,-0.2125,"Spain","Valencia",9352
"Muro del Alcoy","Muro del Alcoy",38.7797,-0.4361,"Spain","Valencia",9345
"San Lorenzo de Descardazar","San Lorenzo de Descardazar",39.6097,3.2839,"Spain","Balearic Islands",9331
"Santa Comba","Santa Comba",43.0383,-8.8142,"Spain","Galicia",9319
"La Victoria de Acentejo","La Victoria de Acentejo",28.4333,-16.4667,"Spain","Canary Islands",9313
"Tiana","Tiana",41.4831,2.2697,"Spain","Catalonia",9305
"Binisalem","Binisalem",39.6886,2.8422,"Spain","Balearic Islands",9281
"Cistérniga","Cisterniga",41.6167,-4.6833,"Spain","Castille-Leon",9281
"Sauzal","Sauzal",28.4778,-16.4361,"Spain","Canary Islands",9278
"Palomares del Río","Palomares del Rio",37.3167,-6.05,"Spain","Andalusia",9277
"Aljustrel","Aljustrel",37.8775,-8.1653,"Portugal","Beja",9257
"San Fructuoso de Bagés","San Fructuoso de Bages",41.752,1.8745,"Spain","Catalonia",9248
"Manzanares el Real","Manzanares el Real",40.7272,-3.8611,"Spain","Madrid",9247
"San Fausto de Campcentellas","San Fausto de Campcentellas",41.5061,2.24,"Spain","Catalonia",9227
"Melgaço","Melgaco",42.1167,-8.2667,"Portugal","Viana do Castelo",9213
"Villamediana de Iregua","Villamediana de Iregua",42.4333,-2.4167,"Spain","La Rioja",9207
"Loeches","Loeches",40.3833,-3.4,"Spain","Madrid",9200
"Paredes de Coura","Paredes de Coura",41.9111,-8.5597,"Portugal","Viana do Castelo",9198
"Jerez de los Caballeros","Jerez de los Caballeros",38.3203,-6.7714,"Spain","Extremadura",9171
"La Matanza de Acentejo","La Matanza de Acentejo",28.4528,-16.4556,"Spain","Canary Islands",9160
"Gondizalves","Gondizalves",41.5426,-8.4553,"Portugal","Braga",9148
"Arico el Nuevo","Arico el Nuevo",28.1667,-16.4667,"Spain","Canary Islands",9120
"Rebordosa","Rebordosa",41.2167,-8.4167,"Portugal","Porto",9106
"Tineo","Tineo",43.3333,-6.4167,"Spain","Asturias",9096
"Suances","Suances",43.4333,-4.05,"Spain","Cantabria",9092
"Benahavís","Benahavis",36.519,-5.0454,"Spain","Andalusia",9077
"Vinhais","Vinhais",41.8167,-7,"Portugal","Bragança",9066
"Carregado","Carregado",39.0167,-8.9667,"Portugal","Lisboa",9066
"Almusafes","Almusafes",39.2903,-0.4147,"Spain","Valencia",9057
"Montoro","Montoro",38.0167,-4.3833,"Spain","Andalusia",9049
"Cheste","Cheste",39.4797,-0.6844,"Spain","Valencia",9022
"Caxias","Caxias",38.7,-9.2833,"Portugal","Lisboa",9007
"Almargem","Almargem",38.8475,-9.2714,"Portugal","Lisboa",8983
"Monforte del Cid","Monforte del Cid",38.3833,-0.7167,"Spain","Valencia",8967
"Aver-o-Mar","Aver-o-Mar",41.4039,-8.769,"Portugal","Porto",8961
"Vila Nova de Cerveira","Vila Nova de Cerveira",41.94,-8.7444,"Portugal","Viana do Castelo",8923
"Almagro","Almagro",38.8878,-3.7122,"Spain","Castille-La Mancha",8907
"Montmeló","Montmelo",41.5547,2.25,"Spain","Catalonia",8906
"Silleda","Silleda",42.7,-8.2333,"Spain","Galicia",8870
"Ponta do Sol","Ponta do Sol",32.6811,-17.1042,"Portugal","Madeira",8862
"San Martín de Valdeiglesias","San Martin de Valdeiglesias",40.364,-4.401,"Spain","Madrid",8812
"Hoyo de Manzanares","Hoyo de Manzanares",40.6333,-3.8833,"Spain","Madrid",8811
"Playa de Aro","Playa de Aro",41.8176,3.0683,"Spain","Catalonia",8803
"Rabo de Peixe","Rabo de Peixe",37.81,-25.5856,"Portugal","Azores",8801
"Corella","Corella",42.1147,-1.7867,"Spain","Navarre",8712
"Pedreguer","Pedreguer",38.7933,0.0342,"Spain","Valencia",8687
"La Mujer","La Mujer",36.7522,-2.6839,"Spain","Andalusia",8677
"Tudela de Duero","Tudela de Duero",41.5842,-4.58,"Spain","Castille-Leon",8648
"Tordesillas","Tordesillas",41.5,-5,"Spain","Castille-Leon",8638
"Lourosa","Lourosa",40.9833,-8.55,"Portugal","Aveiro",8636
"Zuera","Zuera",41.8667,-0.7833,"Spain","Aragon",8632
"Ortuella","Ortuella",43.3103,-3.0569,"Spain","Basque Country",8629
"Santiponce","Santiponce",37.4353,-6.0433,"Spain","Andalusia",8625
"Trujillo","Trujillo",39.4653,-5.8789,"Spain","Extremadura",8619
"Ferreira do Zêzere","Ferreira do Zezere",39.7,-8.2833,"Portugal","Santarém",8619
"Monachil","Monachil",37.1319,-3.5389,"Spain","Andalusia",8608
"San Juan de Palamós","San Juan de Palamos",41.8565,3.1294,"Spain","Catalonia",8603
"Torre de Moncorvo","Torre de Moncorvo",41.2,-7.1333,"Portugal","Bragança",8572
"Reinosa","Reinosa",43.0019,-4.1378,"Spain","Cantabria",8566
"Polinyá","Polinya",41.558,2.158,"Spain","Catalonia",8555
"Colindres","Colindres",43.3967,-3.4483,"Spain","Cantabria",8540
"Vidreras","Vidreras",41.7903,2.775,"Spain","Catalonia",8538
"Chamusca","Chamusca",39.3594,-8.4808,"Portugal","Santarém",8530
"Tona","Tona",41.85,2.2333,"Spain","Catalonia",8511
"Caldas de Malavella","Caldas de Malavella",41.8394,2.8106,"Spain","Catalonia",8509